2.999999999999999889e-01,0.000000000000000000e+00,2.000000000000000111e-01,0.000000000000000000e+00,-2.000000000000000111e-01,-5.999999999999999778e-01,-1.578000000000000069e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.959005813461157985e-01,-5.605488335262601802e-04,1.992404731040029464e-01,-1.836484681142060937e-17,-1.526879785799228340e-01,-6.626106281312311719e-01,-1.554691327952565150e+00,-1.750637846660287001e-03,3.477078045325696087e-02,-6.148749519282597359e-02,-3.168295351497098927e-02,4.966238775402151764e-03,0.000000000000000000e+00
2.918553569294961014e-01,-1.002854298184288964e-03,1.984421222087433268e-01,-2.902116871065948232e-17,-1.074430760311845812e-01,-7.194475637919359734e-01,-1.535084284568449142e+00,-3.439442344898291370e-03,7.261343864697791806e-02,-1.211635830000115654e-01,-5.941551218013742253e-02,1.086536782710409779e-02,0.000000000000000000e+00
2.879028371481952564e-01,-7.273883049471342038e-03,1.970510024916344860e-01,-3.736697879686815460e-17,-1.074430760311845812e-01,-7.206479255234722325e-01,-1.525945165757962130e+00,-5.051661255643554761e-03,-1.357507916920051849e-02,-3.051131706873332350e-01,-2.096764559247721871e-01,-1.090117939317619966e-01,0.000000000000000000e+00
2.840396590487587747e-01,-1.351653853652754964e-02,1.956317126510135340e-01,-3.985076181811110607e-17,-1.074430760311845812e-01,-7.223219752914895597e-01,-1.516409170782316629e+00,-6.590407890634274179e-03,-9.933852904593647171e-02,-4.883425116539227284e-01,-3.580640560450050192e-01,-2.296169846548545002e-01,0.000000000000000000e+00
2.802620118276704098e-01,-1.972918601325599625e-02,1.941870038216640393e-01,-2.595507753937534737e-17,-1.074430760311845812e-01,-7.244493163151538573e-01,-1.506495099645942304e+00,-8.059507174427771314e-03,-1.846482708028635011e-01,-6.708035286303757339e-01,-5.046114474911540526e-01,-3.508403519420854044e-01,0.000000000000000000e+00
2.765667652126174714e-01,-2.591014954759013333e-02,1.927191684692295959e-01,-3.133455868438788796e-17,-1.074430760311845812e-01,-7.270143176666016283e-01,-1.496218603612941234e+00,-9.461905365862808420e-03,-2.694755648009288240e-01,-8.524482309653450551e-01,-6.493406339858665000e-01,-4.725831617804074902e-01,0.000000000000000000e+00
2.729508294701015747e-01,-3.205770583813695451e-02,1.912304818358141201e-01,-3.925032233757938252e-17,-1.074430760311845812e-01,-7.299998372234622890e-01,-1.485596394334993464e+00,-1.080056529236050888e-02,-3.537902091910876123e-01,-1.033227610933160401e+00,-7.922714998862823155e-01,-5.947463202379652536e-01,0.000000000000000000e+00
2.694112775989778163e-01,-3.817010264198333197e-02,1.897230914730795304e-01,-3.533741601214239619e-17,-1.074430760311845812e-01,-7.333886852554079017e-01,-1.474645221370307402e+00,-1.207828976930002546e-02,-4.375607855122645162e-01,-1.213092804671879854e+00,-9.334200749604125713e-01,-7.172335152237309108e-01,0.000000000000000000e+00
2.659453347323955663e-01,-4.424557009040096245e-02,1.881990241774804395e-01,-5.324750881299227617e-17,-1.074430760311845812e-01,-7.371636947613169344e-01,-1.463381802900252993e+00,-1.329773211279855483e-02,-5.207549572867907761e-01,-1.391995305895029178e+00,-1.072799004782692522e+00,-8.399512583991257664e-01,0.000000000000000000e+00
2.625503683504410990e-01,-5.028233145539625498e-02,1.866601924123951206e-01,-4.928009493197859907e-17,-1.074430760311845812e-01,-7.413077874629854236e-01,-1.451822760701102055e+00,-1.446140584455247492e-02,-6.033397506140331101e-01,-1.569887166639366116e+00,-1.210417989985828280e+00,-9.628089272675692811e-01,0.000000000000000000e+00
2.592238792330344710e-01,-5.627861325980829110e-02,1.851084002763151715e-01,-3.668235200448512735e-17,-1.074430760311845812e-01,-7.458040349011276771e-01,-1.439984559933146890e+00,-1.557169365895292451e-02,-6.852818151796415957e-01,-1.746721183316352954e+00,-1.346284193928343642e+00,-1.085718804567648688e+00,0.000000000000000000e+00
2.559634930892148441e-01,-6.223265464965790916e-02,1.835453490721179748e-01,-2.559573992892897171e-17,-1.074430760311845812e-01,-7.506357142343487165e-01,-1.427883454153733078e+00,-1.663085571625326844e-02,-7.665476646251403459e-01,-1.922451066715940460e+00,-1.480402618757865385e+00,-1.208596112583212756e+00,0.000000000000000000e+00
2.527669528050946468e-01,-6.814271597240321998e-02,1.819726425247206736e-01,-3.205050108303537727e-18,-1.074430760311845812e-01,-7.557863584868672602e-01,-1.415535435814922138e+00,-1.764103731942193512e-02,-8.471038956656685714e-01,-2.097031595075598887e+00,-1.612776450193604827e+00,-1.331359040547659633e+00,0.000000000000000000e+00
2.496321112582619850e-01,-7.400708652738918758e-02,1.803917916874591965e-01,-6.480138288927003990e-18,-1.074430760311845812e-01,-7.612398011240208984e-01,-1.402956192372609712e+00,-1.860427602682000053e-02,-9.269173857497394753e-01,-2.270418749752404430e+00,-1.743407371668436623e+00,-1.453928763833704396e+00,0.000000000000000000e+00
2.465569246513340806e-01,-7.982409147477417810e-02,1.788042195713595295e-01,9.230684490820076856e-18,-1.074430760311845812e-01,-7.669802149528269775e-01,-1.390161068015105972e+00,-1.952250824792325923e-02,-1.005955469415366510e+00,-2.442569833413110736e+00,-1.872295848751632130e+00,-1.576229454076842229e+00,0.000000000000000000e+00
2.435394463217780137e-01,-8.559209790649574545e-02,1.772112655260415504e-01,3.279139934799737093e-17,-1.074430760311845812e-01,-7.729921454474374398e-01,-1.377165030916114086e+00,-2.039757536489746059e-02,-1.084186093808422013e+00,-2.613443570983681408e+00,-1.999441385013280392e+00,-1.698188279778819920e+00,0.000000000000000000e+00
2.405778209890766517e-01,-9.130952009730172736e-02,1.756141893963026057e-01,3.263844723992969985e-17,-1.074430760311845812e-01,-7.792605386845824489e-01,-1.363982645831328666e+00,-2.123122941887855414e-02,-1.161577954088420350e+00,-2.783000193872383399e+00,-2.124842750686542825e+00,-1.819735397274258037e+00,0.000000000000000000e+00
