2.999999999999999889e-01,0.000000000000000000e+00,2.000000000000000111e-01,0.000000000000000000e+00,-2.000000000000000111e-01,-5.999999999999999778e-01,-1.578000000000000069e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.999999999999999889e-01,-1.815139329338651478e-02,1.943851160734345607e-01,2.589173147871524742e-16,-2.000000000000000111e-01,-6.012732674229803731e-01,-1.536676405895616160e+00,-8.753189233301806454e-03,-4.000000000000000222e-01,-4.000000000000000222e-01,-4.000000000000000222e-01,-4.000000000000000222e-01,0.000000000000000000e+00
2.999999999999999889e-01,-3.630278658677302955e-02,1.887702321468691102e-01,2.282728632280391742e-16,-2.000000000000000111e-01,-6.148838822341636812e-01,-1.476902029713608844e+00,-1.762648337382115640e-02,-8.000000000000000444e-01,-8.000000000000000444e-01,-8.000000000000000444e-01,-8.000000000000000444e-01,0.000000000000000000e+00
2.999999999999999889e-01,-5.445417988015954780e-02,1.831553482203036598e-01,1.625610371529095176e-16,-2.000000000000000111e-01,-6.396562043942565223e-01,-1.408573995572161230e+00,-2.489532881015521157e-02,-1.200000000000000178e+00,-1.200000000000000178e+00,-1.200000000000000178e+00,-1.200000000000000178e+00,0.000000000000000000e+00
2.999999999999999889e-01,-7.260557317354605911e-02,1.775404642937382094e-01,1.217693703220240110e-16,-2.000000000000000111e-01,-6.729461103997845806e-01,-1.334285626363620247e+00,-3.085749815352860706e-02,-1.600000000000000089e+00,-1.600000000000000089e+00,-1.600000000000000089e+00,-1.600000000000000089e+00,0.000000000000000000e+00
2.999999999999999889e-01,-9.075696646693257041e-02,1.719255803671727589e-01,1.622505992904723848e-16,-2.000000000000000111e-01,-7.126371291320403589e-01,-1.256011051627530684e+00,-3.573939586629375220e-02,-2.000000000000000000e+00,-2.000000000000000000e+00,-2.000000000000000000e+00,-2.000000000000000000e+00,0.000000000000000000e+00
2.999999999999999889e-01,-1.089083597603190817e-01,1.663106964406073085e-01,6.960824115854773214e-18,-2.000000000000000111e-01,-7.569839489878049665e-01,-1.175360332194989921e+00,-3.971776061909131073e-02,-2.399999999999999911e+00,-2.399999999999999911e+00,-2.399999999999999911e+00,-2.399999999999999911e+00,0.000000000000000000e+00
2.999999999999999889e-01,-1.270597530537055930e-01,1.606958125140418581e-01,1.644684983084024567e-16,-2.000000000000000111e-01,-8.046056374025553071e-01,-1.093585271757279376e+00,-4.293374526103520272e-02,-2.799999999999999822e+00,-2.799999999999999822e+00,-2.799999999999999822e+00,-2.799999999999999822e+00,0.000000000000000000e+00
2.999999999999999889e-01,-1.452111463470921182e-01,1.550809285874764076e-01,1.265598522790822709e-16,-2.000000000000000111e-01,-8.544428054696179275e-01,-1.011622645769771012e+00,-4.550171130582757184e-02,-3.199999999999999734e+00,-3.199999999999999734e+00,-3.199999999999999734e+00,-3.199999999999999734e+00,0.000000000000000000e+00
2.999999999999999889e-01,-1.633625396404786434e-01,1.494660446609109572e-01,2.343861539914594277e-16,-2.000000000000000111e-01,-9.056968921027159780e-01,-9.301547762541616526e-01,-4.751558476960028587e-02,-3.599999999999999645e+00,-3.599999999999999645e+00,-3.599999999999999645e+00,-3.599999999999999645e+00,0.000000000000000000e+00
